"보안등위치명",설치개수,소재지도로명주소,소재지지번주소,위도,경도,설치연도,설치형태,관리기관전화번호,관리기관명,데이터기준일자
"가양1동184",1,서울특별시 강서구 양천로 373,서울특별시 강서구 가양동 92-1,37.5674066155,126.8471409925,,한전주,02-2600-6582,서울특별시 강서구청,2021-03-19
"가양1동185",1,서울특별시 강서구 양천로 391,서울특별시 강서구 가양동 58-2,37.5664417853,126.8458592776,,한전주,02-2600-6582,서울특별시 강서구청,2021-03-19
"가양1동186",1,서울특별시 강서구 양천로 391,서울특별시 강서구 가양동 58-2,37.5664417853,126.8458592776,,한전주,02-2600-6582,서울특별시 강서구청,2021-03-19
"가양1동187",1,서울특별시 강서구 양천로 391,서울특별시 강서구 가양동 58-2,37.5664417853,126.8458592776,,한전주,02-2600-6582,서울특별시 강서구청,2021-03-19
"가양1동189",1,서울특별시 강서구 양천로 355-1,서울특별시 강서구 가양동 137-1,37.5683220355,126.8424870139,,건축물,02-2600-6582,서울특별시 강서구청,2021-03-19
"가양1동190",1,서울특별시 강서구 양천로51길 13-5,서울특별시 강서구 가양동 146-24,37.5684506077,126.8427575006,,건축물,02-2600-6582,서울특별시 강서구청,2021-03-19
"가양1동191",1,서울특별시 강서구 양천로51길 13-8,서울특별시 강서구 가양동 146-19,37.5685990888,126.8427553774,,한전주,02-2600-6582,서울특별시 강서구청,2021-03-19
"가양1동192",1,서울특별시 강서구 양천로51길 13-5,서울특별시 강서구 가양동 146-24,37.5684506077,126.8427575006,,한전주,02-2600-6582,서울특별시 강서구청,2021-03-19
"가양1동193",1,서울특별시 강서구 양천로 361,서울특별시 강서구 가양동 105,37.5678475607,126.8428845247,,한전주,02-2600-6582,서울특별시 강서구청,2021-03-19
"가양1동194",1,서울특별시 강서구 양천로51길 11,서울특별시 강서구 가양동 146-25,37.5682723137,126.8428348465,,한전주,02-2600-6582,서울특별시 강서구청,2021-03-19
"가양1동195",1,서울특별시 강서구 양천로 373,서울특별시 강서구 가양동 92-1,37.5674066155,126.8471409925,,한전주,02-2600-6582,서울특별시 강서구청,2021-03-19
"가양1동196",1,서울특별시 강서구 양천로51길 19,서울특별시 강서구 가양동 146-51,37.5686437308,126.8429906123,,한전주,02-2600-6582,서울특별시 강서구청,2021-03-19
"가양1동197",1,서울특별시 강서구 양천로51길 25,서울특별시 강서구 가양동 146-37,37.5688770510,126.8430979960,,한전주,02-2600-6582,서울특별시 강서구청,2021-03-19
"가양1동198",1,서울특별시 강서구 강서로76길 26,서울특별시 강서구 가양동 146-49,37.5690629680,126.8429939204,,전용주,02-2600-6582,서울특별시 강서구청,2021-03-19
"가양1동199",1,서울특별시 강서구 강서로76길 20,서울특별시 강서구 가양동 146-57,37.5691540537,126.8426518834,,전용주,02-2600-6582,서울특별시 강서구청,2021-03-19
"가양1동200",1,서울특별시 강서구 강서로76길 10-3,서울특별시 강서구 가양동 146-8,37.5692323600,126.8423891083,,전용주,02-2600-6582,서울특별시 강서구청,2021-03-19
"가양1동201",1,서울특별시 강서구 강서로 490,서울특별시 강서구 가양동 1496,37.5690592105,126.8418662913,,한전주,02-2600-6582,서울특별시 강서구청,2021-03-19
"가양1동202",1,서울특별시 강서구 강서로 490,서울특별시 강서구 가양동 1496,37.5690592105,126.8418662913,,한전주,02-2600-6582,서울특별시 강서구청,2021-03-19
"가양1동203",1,서울특별시 강서구 강서로76길 11,서울특별시 강서구 가양동 146-41,37.5694500824,126.8422856426,,한전주,02-2600-6582,서울특별시 강서구청,2021-03-19
"가양1동204",1,서울특별시 강서구 강서로76길 11-3,서울특별시 강서구 가양동 146-40,37.5695410498,126.8423283516,,통신주,02-2600-6582,서울특별시 강서구청,2021-03-19
"가양1동205",1,서울특별시 강서구 강서로76길 11-9,서울특별시 강서구 가양동 146-30,37.5697448822,126.8424164403,,한전주,02-2600-6582,서울특별시 강서구청,2021-03-19
"가양1동206",1,서울특별시 강서구 강서로76길 21,서울특별시 강서구 가양동 146-63,37.5693038217,126.8428041541,,한전주,02-2600-6582,서울특별시 강서구청,2021-03-19
"가양1동207",1,서울특별시 강서구 강서로76길 19-10,서울특별시 강서구 가양동 146-60,37.5696254623,126.8429286715,,한전주,02-2600-6582,서울특별시 강서구청,2021-03-19
"가양1동208",1,서울특별시 강서구 강서로76길 29,서울특별시 강서구 가양동 81-1,37.5691176713,126.8432748661,,전용주,02-2600-6582,서울특별시 강서구청,2021-03-19
