"스마트가로등유형",시도명,시군구명,도로명,소재지도로명주소,소재지지번주소,위도,경도,스마트가로등형태,점등상태여부,센서종류,센싱정보서비스,CCTV유무,WiFi유무,GPS수신기유무,비콘유무,조명제어여부,위급상황신고가능여부,앱서비스명,앱서비스제공내용,기타서비스,설치연도,관리기관명,관리기관전화번호,데이터기준일자
01,서울특별시,강서구,양천로47길,,서울특별시 강서구 마곡동 407-6,37.571742,126.837522,01,Y,속도센서+전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2021-03-19
01,서울특별시,강서구,양천로47길,,서울특별시 강서구 마곡동 407-6,37.571472,126.837682,01,Y,속도센서+전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2021-03-19
01,서울특별시,강서구,양천로47길,,서울특별시 강서구 가양동 258-3,,126.837783,01,Y,속도센서+전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2021-03-19
01,서울특별시,강서구,양천로47길,,서울특별시 강서구 가양동 258-3,37.570884,,01,Y,속도센서+전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2021-03-19
01,서울특별시,강서구,양천로47길,,서울특별시 강서구 가양동 258-3,37.571068,126.837979,01,Y,속도센서+전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2021-03-19
01,서울특별시,강서구,양천로47길,,서울특별시 강서구 가양동 258-3,37.570535,,01,Y,속도센서+전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2021-03-19
01,서울특별시,강서구,양천로47길,,서울특별시 강서구 가양동 258-3,37.570641,126.837887,01,Y,속도센서+전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2021-03-19
01,서울특별시,강서구,양천로47길,,서울특별시 강서구 가양동 258-3,37.571118,126.837961,01,Y,속도센서+전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2021-03-19
01,서울특별시,강서구,방화대로,,서울특별시 강서구 방화동 271-4,,,01,Y,속도센서+전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2021-03-19
01,서울특별시,강서구,방화대로,,서울특별시 강서구 방화동 271-4,,,01,Y,전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2021-03-19
01,서울특별시,강서구,방화대로,,서울특별시 강서구 방화동 271-4,37.572995,,01,Y,속도센서+전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2021-03-19
01,서울특별시,강서구,방화대로,,서울특별시 강서구 방화동 271-4,37.572999,,01,Y,전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2021-03-19
01,서울특별시,강서구,방화대로,,서울특별시 강서구 방화동 271-4,37.572697,,01,Y,속도센서+전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2021-03-19
01,서울특별시,강서구,방화대로,,서울특별시 강서구 방화동 271-4,,,01,Y,전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2021-03-19
01,서울특별시,강서구,방화대로,,서울특별시 강서구 방화동 271-4,,126.816637,01,Y,속도센서+전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2021-03-19
01,서울특별시,강서구,방화대로,,서울특별시 강서구 방화동 271-4,,126.816775,01,Y,전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2021-03-19
01,서울특별시,강서구,방화대로,,서울특별시 강서구 방화동 271-4,37.572285,,01,Y,속도센서+전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2021-03-19
01,서울특별시,강서구,방화대로,,서울특별시 강서구 방화동 271-4,,126.816754,01,Y,전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2021-03-19
01,서울특별시,강서구,방화대로,,서울특별시 강서구 방화동 271-4,37.571964,126.816627,01,Y,속도센서+전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2021-03-19
01,서울특별시,강서구,방화대로,,서울특별시 강서구 방화동 271-4,37.571982,,01,Y,전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2021-03-19
01,서울특별시,강서구,방화대로,,서울특별시 강서구 방화동 271-4,37.571597,,01,Y,속도센서+전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2021-03-19
01,서울특별시,강서구,방화대로,,서울특별시 강서구 방화동 271-4,,126.816745,01,Y,전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2021-03-19
01,서울특별시,강서구,방화대로,,서울특별시 강서구 방화동 271-4,37.571454,,01,Y,속도센서+전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2021-03-19
01,서울특별시,강서구,방화대로,,서울특별시 강서구 방화동 271-4,37.571426,,01,Y,전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2021-03-19
01,서울특별시,강서구,방화대로,,서울특별시 강서구 방화동 271-4,37.571219,126.816602,01,Y,속도센서+전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2021-03-19
01,서울특별시,강서구,방화대로,,서울특별시 강서구 방화동 271-4,37.571219,126.816743,01,Y,전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2021-03-19
01,서울특별시,강서구,방화대로,,서울특별시 강서구 방화동 271-4,37.570936,,01,Y,속도센서+전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2021-03-19
01,서울특별시,강서구,방화대로,,서울특별시 강서구 방화동 271-4,,,01,Y,전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2021-03-19
01,서울특별시,강서구,방화대로,,서울특별시 강서구 방화동 271-4,37.570665,126.816585,01,Y,속도센서+전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2021-03-19
01,서울특별시,강서구,방화대로,,서울특별시 강서구 방화동 271-4,37.5706735,,01,Y,전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2021-03-19
01,서울특별시,강서구,방화대로,,서울특별시 강서구 방화동 271-4,37.570527,126.816585,01,Y,속도센서+전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2021-03-19
01,서울특별시,강서구,방화대로,,서울특별시 강서구 방화동 271-4,37.570533,126.816716,01,Y,전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2021-03-19
01,서울특별시,강서구,방화대로,,서울특별시 강서구 방화동 271-4,37.570235,126.816565,01,Y,속도센서+전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2021-03-19
01,서울특별시,강서구,방화대로,,서울특별시 강서구 방화동 271-4,37.570227,126.816702,01,Y,전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2021-03-19
01,서울특별시,강서구,방화대로,,서울특별시 강서구 방화동 271-4,37.569933,,01,Y,속도센서+전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2021-03-19
01,서울특별시,강서구,방화대로,,서울특별시 강서구 방화동 271-4,37.569914,,01,Y,전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2021-03-19
01,서울특별시,강서구,방화대로,,서울특별시 강서구 방화동 252-4,37.569649,,01,Y,속도센서+전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2021-03-19
01,서울특별시,강서구,방화대로,,서울특별시 강서구 방화동 271-4,37.569662,126.816705,01,Y,전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2021-03-19
01,서울특별시,강서구,방화대로,,서울특별시 강서구 방화동 252-4,37.569364,126.816545,01,Y,속도센서+전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2021-03-19
01,서울특별시,강서구,방화대로,,서울특별시 강서구 방화동 271-4,37.569383,,01,Y,전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2021-03-19
01,서울특별시,강서구,방화대로,,서울특별시 강서구 방화동 240-5,37.568962,126.816548,01,Y,속도센서+전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2021-03-19
01,서울특별시,강서구,방화대로,,서울특별시 강서구 방화동 240-5,,126.816685,01,Y,전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2021-03-19
01,서울특별시,강서구,방화대로,,서울특별시 강서구 방화동 217-22,37.568752,126.816544,01,Y,속도센서+전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2021-03-19
01,서울특별시,강서구,방화대로,,서울특별시 강서구 방화동 217-22,37.568756,126.816687,01,Y,전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2021-03-19
01,서울특별시,강서구,방화대로,,서울특별시 강서구 방화동 217-22,37.568395,,01,Y,속도센서+전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2021-03-19
01,서울특별시,강서구,방화대로,,서울특별시 강서구 방화동 217-22,37.568416,,01,Y,전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2021-03-19
01,서울특별시,강서구,방화대로,,서울특별시 강서구 방화동 217-22,37.568231,,01,Y,속도센서+전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2021-03-19
01,서울특별시,강서구,방화대로,,서울특별시 강서구 방화동 217-22,37.568234,,01,Y,전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2021-03-19
01,서울특별시,강서구,방화대로,,서울특별시 강서구 방화동 217-22,37.568075,,01,Y,속도센서+전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2021-03-19
01,서울특별시,강서구,방화대로,,서울특별시 강서구 방화동 217-22,37.568081,,01,Y,전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2021-03-19
01,서울특별시,강서구,방화대로,,서울특별시 강서구 방화동 217-22,37.567777,126.816534,01,Y,속도센서+전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2021-03-19
01,서울특별시,강서구,방화대로,,서울특별시 강서구 방화동 217-22,,126.816671,01,Y,전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2021-03-19
01,서울특별시,강서구,방화대로,,서울특별시 강서구 방화동 217-156,37.567563,126.816524,01,Y,속도센서+전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2021-03-19
01,서울특별시,강서구,방화대로,,서울특별시 강서구 방화동 217-156,37.567559,126.816659,01,Y,전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2021-03-19
01,서울특별시,강서구,방화대로,,서울특별시 강서구 방화동 217-156,37.567438,126.816522,01,Y,속도센서+전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2021-03-19
01,서울특별시,강서구,방화대로,,서울특별시 강서구 방화동 217-156,37.567445,126.816655,01,Y,전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2021-03-19
01,서울특별시,강서구,방화대로,,서울특별시 강서구 방화동 217-156,37.567209,126.816519,01,Y,속도센서+전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2021-03-19
01,서울특별시,강서구,방화대로,,서울특별시 강서구 방화동 217-156,37.567215,126.8165245508,01,Y,전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2021-03-19
01,서울특별시,강서구,방화대로,,서울특별시 강서구 방화동 217-156,37.566822,126.816501,01,Y,속도센서+전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2021-03-19
01,서울특별시,강서구,방화대로,,서울특별시 강서구 방화동 217-156,37.566819,126.816649,01,Y,전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2021-03-19
01,서울특별시,강서구,방화대로,,서울특별시 강서구 방화동 217-156,37.566488,126.816492,01,Y,속도센서+전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2021-03-19
01,서울특별시,강서구,방화대로,,서울특별시 강서구 방화동 217-123,37.566502,126.816629,01,Y,전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2021-03-19
01,서울특별시,강서구,방화대로,,서울특별시 강서구 방화동 217-123,,126.816488,01,Y,속도센서+전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2021-03-19
01,서울특별시,강서구,방화대로,,서울특별시 강서구 방화동 217-123,37.566288,126.816619,01,Y,전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2021-03-19
01,서울특별시,강서구,방화대로,,서울특별시 강서구 방화동 217-123,37.566112,126.816483,01,Y,속도센서+전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2021-03-19
01,서울특별시,강서구,방화대로,,서울특별시 강서구 방화동 217-123,,126.816475,01,Y,속도센서+전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2021-03-19
01,서울특별시,강서구,방화대로,,서울특별시 강서구 방화동 217-123,37.565972,126.816614,01,Y,전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2021-03-19
01,서울특별시,강서구,방화대로,,서울특별시 강서구 방화동 217-123,37.565614,126.816462,01,Y,속도센서+전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2021-03-19
01,서울특별시,강서구,방화대로,,서울특별시 강서구 공항동 1-1,37.565454,126.816455,01,Y,속도센서+전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2021-03-19
01,서울특별시,강서구,방화대로,,서울특별시 강서구 공항동 1-1,37.565467,126.816602,01,Y,전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2021-03-19
01,서울특별시,강서구,방화대로,,서울특별시 강서구 공항동 1-1,37.565014,126.816448,01,Y,속도센서+전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2021-03-19
01,서울특별시,강서구,방화대로,,서울특별시 강서구 공항동 1-1,37.565025,,01,Y,전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2021-03-19
01,서울특별시,강서구,방화대로,,서울특별시 강서구 공항동 1-1,37.564791,,01,Y,속도센서+전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2021-03-19
01,서울특별시,강서구,방화대로,,서울특별시 강서구 공항동 1-1,37.564791,126.816586,01,Y,전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2021-03-19
01,서울특별시,강서구,방화대로,,서울특별시 강서구 공항동 1-1,37.564511,126.816454,01,Y,속도센서+전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2021-03-19
01,서울특별시,강서구,방화대로,,서울특별시 강서구 공항동 1-1,37.564496,126.816584,01,Y,전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2021-03-19
01,서울특별시,강서구,방화대로,,서울특별시 강서구 공항동 1-1,37.564307,126.816449,01,Y,속도센서+전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2021-03-19
01,서울특별시,강서구,방화대로,,서울특별시 강서구 공항동 1-1,,,01,Y,전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2021-03-19
01,서울특별시,강서구,방화대로,,서울특별시 강서구 공항동 1-1,37.564094,,01,Y,속도센서+전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2021-03-19
01,서울특별시,강서구,방화대로,,서울특별시 강서구 공항동 1-1,37.564089,126.816587,01,Y,전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2021-03-19
01,서울특별시,강서구,방화대로,,서울특별시 강서구 공항동 1-1,37.563719,126.816423,01,Y,속도센서+전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2021-03-19
01,서울특별시,강서구,방화대로,,서울특별시 강서구 공항동 1-1,37.563728,126.816574,01,Y,전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2021-03-19
01,서울특별시,강서구,방화대로,,서울특별시 강서구 공항동 2-104,37.563233,126.816422,01,Y,속도센서+전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2021-03-19
01,서울특별시,강서구,방화대로,,서울특별시 강서구 공항동 2-104,37.563243,,01,Y,전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2021-03-19
01,서울특별시,강서구,방화대로,,서울특별시 강서구 공항동 2-104,37.562946,,01,Y,속도센서+전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2021-03-19
01,서울특별시,강서구,방화대로,,서울특별시 강서구 공항동 2-104,37.562959,,01,Y,전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2021-03-19
01,서울특별시,강서구,방화대로,,서울특별시 강서구 공항동 2-104,37.562692,,01,Y,속도센서+전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2021-03-19
01,서울특별시,강서구,방화대로,,서울특별시 강서구 공항동 2-104,,,01,Y,전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2021-03-19
01,서울특별시,강서구,방화대로,,서울특별시 강서구 공항동 2-104,37.562441,126.816405,01,Y,속도센서+전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2021-03-19
01,서울특별시,강서구,방화대로,,서울특별시 강서구 공항동 2-104,37.562468,126.816555,01,Y,전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2021-03-19
01,서울특별시,강서구,방화대로,,서울특별시 강서구 공항동 2-104,37.562164,126.816405,01,Y,속도센서+전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2021-03-19
01,서울특별시,강서구,방화대로,,서울특별시 강서구 공항동 2-104,,126.816552,01,Y,전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2021-03-19
01,서울특별시,강서구,방화대로,,서울특별시 강서구 공항동 2-104,37.561965,126.816406,01,Y,속도센서+전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2021-03-19
01,서울특별시,강서구,방화대로,,서울특별시 강서구 공항동 2-104,37.561935,126.816539,01,Y,전류센서,도로조명,N,N,N,N,Y,N,,,전력사용량정보+고장정보,2020,서울특별시 강서구청,02-2600-6943,2021-03-19
